"Town","FIPS","Year","Measure Type","Variable","Value"
"Somers","0901369220","SFY 2007-2008","Moody's Rating","Moody's Rating","A1"
"Southbury","0900969640","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa3"
"Southington","0900370550","SFY 2007-2008","Moody's Rating","Moody's Rating","A1"
"South Windsor","0900371390","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa3"
"Sprague","0901171670","SFY 2007-2008","Moody's Rating","Moody's Rating","A3"
"Stafford","0901372090","SFY 2007-2008","Moody's Rating","Moody's Rating","A3"
"Stamford","0900173070","SFY 2007-2008","Moody's Rating","Moody's Rating","Aaa"
"Sterling","0901573420","SFY 2007-2008","Moody's Rating","Moody's Rating","A3"
"Stonington","0901173770","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa3"
"Stratford","0900174190","SFY 2007-2008","Moody's Rating","Moody's Rating","A1"
"Suffield","0900374540","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa3"
"Thomaston","0900575730","SFY 2007-2008","Moody's Rating","Moody's Rating","A2"
"Thompson","0901575870","SFY 2007-2008","Moody's Rating","Moody's Rating","A3"
"Tolland","0901376290","SFY 2007-2008","Moody's Rating","Moody's Rating","A1"
"Torrington","0900576570","SFY 2007-2008","Moody's Rating","Moody's Rating","A1"
"Trumbull","0900177200","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa3"
"Union","0901377830","SFY 2007-2008","Moody's Rating","Moody's Rating",""
"Vernon","0901378250","SFY 2007-2008","Moody's Rating","Moody's Rating","A1"
"Voluntown","0901178600","SFY 2007-2008","Moody's Rating","Moody's Rating","A3"
"Wallingford","0900978740","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa1"
"Warren","0900579510","SFY 2007-2008","Moody's Rating","Moody's Rating",""
"Washington","0900579720","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa3"
"Waterbury","0900980070","SFY 2007-2008","Moody's Rating","Moody's Rating","Baa1"
"Waterford","0901180280","SFY 2007-2008","Moody's Rating","Moody's Rating",""
"Watertown","0900580490","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa3"
"Westbrook","0900781680","SFY 2007-2008","Moody's Rating","Moody's Rating","A1"
"West Hartford","0900382590","SFY 2007-2008","Moody's Rating","Moody's Rating","Aaa"
"West Haven","0900982870","SFY 2007-2008","Moody's Rating","Moody's Rating","Baa2"
"Weston","0900183430","SFY 2007-2008","Moody's Rating","Moody's Rating","Aaa"
"Westport","0900183500","SFY 2007-2008","Moody's Rating","Moody's Rating","Aaa"
"Wethersfield","0900384900","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa3"
"Willington","0901385950","SFY 2007-2008","Moody's Rating","Moody's Rating","A2"
"Wilton","0900186370","SFY 2007-2008","Moody's Rating","Moody's Rating","Aaa"
"Winchester","0900586440","SFY 2007-2008","Moody's Rating","Moody's Rating","A2"
"Windham","0901586790","SFY 2007-2008","Moody's Rating","Moody's Rating","A2"
"Windsor","0900387000","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa2"
"Windsor Locks","0900387070","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa2"
"Wolcott","0900987560","SFY 2007-2008","Moody's Rating","Moody's Rating","A3"
"Woodbridge","0900987700","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa1"
"Woodbury","0900587910","SFY 2007-2008","Moody's Rating","Moody's Rating","Aa3"
"Woodstock","0901588190","SFY 2007-2008","Moody's Rating","Moody's Rating","A2"
"Andover","0901301080","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Ansonia","0900901220","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Ashford","0901501430","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Avon","0900302060","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Barkhamsted","0900502760","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Beacon Falls","0900903250","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Berlin","0900304300","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Bethany","0900904580","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Bethel","0900104720","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Bethlehem","0900504930","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Bloomfield","0900305910","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Bolton","0901306260","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Bozrah","0901106820","SFY 2008-2009","Moody's Rating","Moody's Rating","Baa1"
"Branford","0900907310","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Bridgeport","0900108070","SFY 2008-2009","Moody's Rating","Moody's Rating","Baa1"
"Bridgewater","0900508210","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Bristol","0900308490","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Brookfield","0900108980","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Brooklyn","0901509190","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Burlington","0900310100","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Canaan","0900510940","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Canterbury","0901512130","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Canton","0900312270","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Chaplin","0901513810","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Cheshire","0900914160","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Chester","0900714300","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Clinton","0900715350","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Colchester","0901115910","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Colebrook","0900516050","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Columbia","0901316400","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Cornwall","0900517240","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Coventry","0901317800","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Cromwell","0900718080","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Danbury","0900118500","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Darien","0900118850","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Deep River","0900719130","SFY 2008-2009","Moody's Rating","Moody's Rating","Baa1"
"Derby","0900919550","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Durham","0900720810","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Eastford","0901521860","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"East Granby","0900322070","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"East Haddam","0900722280","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"East Hampton","0900722490","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"East Hartford","0900322630","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"East Haven","0900922910","SFY 2008-2009","Moody's Rating","Moody's Rating","Baa1"
"East Lyme","0901123400","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Easton","0900123890","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa1"
"East Windsor","0900324800","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Ellington","0901325360","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Enfield","0900325990","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Essex","0900726270","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Fairfield","0900126620","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Farmington","0900327600","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa1"
"Franklin","0901129910","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Glastonbury","0900331240","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa1"
"Goshen","0900532290","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Granby","0900332640","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Greenwich","0900133620","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Griswold","0901133900","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Groton","0901134250","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Guilford","0900934950","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Haddam","0900735230","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Hamden","0900935650","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Hampton","0901536000","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Hartford","0900337070","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Hartland","0900337140","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Harwinton","0900537280","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Hebron","0901337910","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Kent","0900540290","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Killingly","0901540500","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Killingworth","0900740710","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Lebanon","0901142390","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Ledyard","0901142600","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Lisbon","0901143230","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Litchfield","0900543370","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Lyme","0901144210","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Madison","0900944560","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa1"
"Manchester","0900344700","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Mansfield","0901344910","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Marlborough","0900345820","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Meriden","0900946520","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Middlebury","0900946940","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Middlefield","0900747080","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Middletown","0900747360","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Milford","0900947535","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Monroe","0900148620","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Montville","0901148900","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Morris","0900549460","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Naugatuck","0900949950","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"New Britain","0900350440","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"New Canaan","0900150580","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"New Fairfield","0900150860","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"New Hartford","0900551350","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"New Haven","0900952070","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Newington","0900352140","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"New London","0901152350","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"New Milford","0900552630","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Newtown","0900152980","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Norfolk","0900553470","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"North Branford","0900953890","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"North Canaan","0900554030","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"North Haven","0900954870","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"North Stonington","0901155500","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Norwalk","0900156060","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Norwich","0901156270","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Old Lyme","0901157040","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Old Saybrook","0900757320","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Orange","0900957600","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Oxford","0900958300","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Plainfield","0901559980","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Plainville","0900360120","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Plymouth","0900560750","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Pomfret","0901561030","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Portland","0900761800","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Preston","0901162150","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Prospect","0900962290","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Putnam","0901562710","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Redding","0900163480","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa1"
"Ridgefield","0900163970","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Rocky Hill","0900365370","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Roxbury","0900565930","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Salem","0901166210","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Salisbury","0900566420","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Scotland","0901567400","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Seymour","0900967610","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Sharon","0900567960","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Shelton","0900168170","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Sherman","0900168310","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Simsbury","0900368940","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa1"
"Somers","0901369220","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Southbury","0900969640","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Southington","0900370550","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"South Windsor","0900371390","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Sprague","0901171670","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Stafford","0901372090","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Stamford","0900173070","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Sterling","0901573420","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Stonington","0901173770","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Stratford","0900174190","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Suffield","0900374540","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Thomaston","0900575730","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Thompson","0901575870","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Tolland","0901376290","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Torrington","0900576570","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Trumbull","0900177200","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Union","0901377830","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Vernon","0901378250","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"Voluntown","0901178600","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Wallingford","0900978740","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa1"
"Warren","0900579510","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Washington","0900579720","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Waterbury","0900980070","SFY 2008-2009","Moody's Rating","Moody's Rating","Baa1"
"Waterford","0901180280","SFY 2008-2009","Moody's Rating","Moody's Rating",""
"Watertown","0900580490","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Westbrook","0900781680","SFY 2008-2009","Moody's Rating","Moody's Rating","A1"
"West Hartford","0900382590","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"West Haven","0900982870","SFY 2008-2009","Moody's Rating","Moody's Rating","Baa2"
"Weston","0900183430","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Westport","0900183500","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Wethersfield","0900384900","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Willington","0901385950","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Wilton","0900186370","SFY 2008-2009","Moody's Rating","Moody's Rating","Aaa"
"Winchester","0900586440","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Windham","0901586790","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Windsor","0900387000","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Windsor Locks","0900387070","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa2"
"Wolcott","0900987560","SFY 2008-2009","Moody's Rating","Moody's Rating","A3"
"Woodbridge","0900987700","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa1"
"Woodbury","0900587910","SFY 2008-2009","Moody's Rating","Moody's Rating","Aa3"
"Woodstock","0901588190","SFY 2008-2009","Moody's Rating","Moody's Rating","A2"
"Andover","0901301080","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Ansonia","0900901220","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Ashford","0901501430","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Avon","0900302060","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"Barkhamsted","0900502760","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Beacon Falls","0900903250","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Berlin","0900304300","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Bethany","0900904580","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Bethel","0900104720","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Bethlehem","0900504930","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Bloomfield","0900305910","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Bolton","0901306260","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Bozrah","0901106820","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Branford","0900907310","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Bridgeport","0900108070","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Bridgewater","0900508210","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Bristol","0900308490","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Brookfield","0900108980","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Brooklyn","0901509190","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Burlington","0900310100","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Canaan","0900510940","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Canterbury","0901512130","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Canton","0900312270","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Chaplin","0901513810","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Cheshire","0900914160","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Chester","0900714300","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Clinton","0900715350","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Colchester","0901115910","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Colebrook","0900516050","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Columbia","0901316400","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Cornwall","0900517240","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Coventry","0901317800","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Cromwell","0900718080","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Danbury","0900118500","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Darien","0900118850","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"Deep River","0900719130","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Derby","0900919550","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Durham","0900720810","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Eastford","0901521860","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"East Granby","0900322070","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"East Haddam","0900722280","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"East Hampton","0900722490","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"East Hartford","0900322630","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"East Haven","0900922910","SFY 2009-2010","Moody's Rating","Moody's Rating","A3"
"East Lyme","0901123400","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Easton","0900123890","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"East Windsor","0900324800","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Ellington","0901325360","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Enfield","0900325990","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Essex","0900726270","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Fairfield","0900126620","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"Farmington","0900327600","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"Franklin","0901129910","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Glastonbury","0900331240","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"Goshen","0900532290","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Granby","0900332640","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Greenwich","0900133620","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"Griswold","0901133900","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Groton","0901134250","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Guilford","0900934950","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Haddam","0900735230","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Hamden","0900935650","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Hampton","0901536000","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Hartford","0900337070","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Hartland","0900337140","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Harwinton","0900537280","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Hebron","0901337910","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Kent","0900540290","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Killingly","0901540500","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Killingworth","0900740710","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Lebanon","0901142390","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Ledyard","0901142600","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Lisbon","0901143230","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Litchfield","0900543370","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Lyme","0901144210","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Madison","0900944560","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"Manchester","0900344700","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Mansfield","0901344910","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Marlborough","0900345820","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Meriden","0900946520","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Middlebury","0900946940","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Middlefield","0900747080","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Middletown","0900747360","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Milford","0900947535","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Monroe","0900148620","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Montville","0901148900","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Morris","0900549460","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Naugatuck","0900949950","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"New Britain","0900350440","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"New Canaan","0900150580","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"New Fairfield","0900150860","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"New Hartford","0900551350","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"New Haven","0900952070","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Newington","0900352140","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"New London","0901152350","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"New Milford","0900552630","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Newtown","0900152980","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Norfolk","0900553470","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"North Branford","0900953890","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"North Canaan","0900554030","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"North Haven","0900954870","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"North Stonington","0901155500","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Norwalk","0900156060","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"Norwich","0901156270","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Old Lyme","0901157040","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Old Saybrook","0900757320","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Orange","0900957600","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Oxford","0900958300","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Plainfield","0901559980","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Plainville","0900360120","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Plymouth","0900560750","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Pomfret","0901561030","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Portland","0900761800","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa3"
"Preston","0901162150","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Prospect","0900962290","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Putnam","0901562710","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Redding","0900163480","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa1"
"Ridgefield","0900163970","SFY 2009-2010","Moody's Rating","Moody's Rating","Aaa"
"Rocky Hill","0900365370","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
"Roxbury","0900565930","SFY 2009-2010","Moody's Rating","Moody's Rating",""
"Salem","0901166210","SFY 2009-2010","Moody's Rating","Moody's Rating","A1"
"Salisbury","0900566420","SFY 2009-2010","Moody's Rating","Moody's Rating","Aa2"
